Siglum	Sequence	URN	RV	Label	CodexURN
msA	167	urn:cite:hmt:msA.84r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 84r	urn:cite:hmt:codex.msA
msA	168	urn:cite:hmt:msA.84v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 84v	urn:cite:hmt:codex.msA
msA	169	urn:cite:hmt:msA.85r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 85r	urn:cite:hmt:codex.msA
msA	170	urn:cite:hmt:msA.85v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 85v	urn:cite:hmt:codex.msA
msA	171	urn:cite:hmt:msA.86r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 86r	urn:cite:hmt:codex.msA
msA	172	urn:cite:hmt:msA.86v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 86v	urn:cite:hmt:codex.msA
msA	173	urn:cite:hmt:msA.87r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 87r	urn:cite:hmt:codex.msA
msA	174	urn:cite:hmt:msA.87v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 87v	urn:cite:hmt:codex.msA
msA	175	urn:cite:hmt:msA.88r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 88r	urn:cite:hmt:codex.msA
msA	176	urn:cite:hmt:msA.88v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 88v	urn:cite:hmt:codex.msA
msA	177	urn:cite:hmt:msA.89r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 89r	urn:cite:hmt:codex.msA
msA	178	urn:cite:hmt:msA.89v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 89v	urn:cite:hmt:codex.msA
msA	179	urn:cite:hmt:msA.90r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 90r	urn:cite:hmt:codex.msA
msA	180	urn:cite:hmt:msA.90v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 90v	urn:cite:hmt:codex.msA
msA	181	urn:cite:hmt:msA.91r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 91r	urn:cite:hmt:codex.msA
msA	182	urn:cite:hmt:msA.91v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 91v	urn:cite:hmt:codex.msA
msA	183	urn:cite:hmt:msA.92r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 92r	urn:cite:hmt:codex.msA
msA	184	urn:cite:hmt:msA.92v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 92v	urn:cite:hmt:codex.msA
msA	185	urn:cite:hmt:msA.93r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 93r	urn:cite:hmt:codex.msA
msA	186	urn:cite:hmt:msA.93v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 93v	urn:cite:hmt:codex.msA
msA	187	urn:cite:hmt:msA.94r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 94r	urn:cite:hmt:codex.msA
msA	188	urn:cite:hmt:msA.94v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 94v	urn:cite:hmt:codex.msA
msA	189	urn:cite:hmt:msA.95r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 95r	urn:cite:hmt:codex.msA
msA	190	urn:cite:hmt:msA.95v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 95v	urn:cite:hmt:codex.msA
msA	191	urn:cite:hmt:msA.96r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 96r	urn:cite:hmt:codex.msA
msA	192	urn:cite:hmt:msA.96v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 96v	urn:cite:hmt:codex.msA
msA	193	urn:cite:hmt:msA.97r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 97r	urn:cite:hmt:codex.msA
msA	194	urn:cite:hmt:msA.97v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 97v	urn:cite:hmt:codex.msA
msA	195	urn:cite:hmt:msA.98r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 98r	urn:cite:hmt:codex.msA
msA	196	urn:cite:hmt:msA.98v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 98v	urn:cite:hmt:codex.msA
msA	197	urn:cite:hmt:msA.99r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 99r	urn:cite:hmt:codex.msA
msA	198	urn:cite:hmt:msA.99v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 99v	urn:cite:hmt:codex.msA
msA	199	urn:cite:hmt:msA.100r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 100r	urn:cite:hmt:codex.msA
msA	200	urn:cite:hmt:msA.100v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 100v	urn:cite:hmt:codex.msA
msA	201	urn:cite:hmt:msA.101r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 101r	urn:cite:hmt:codex.msA
msA	202	urn:cite:hmt:msA.101v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 101v	urn:cite:hmt:codex.msA
msA	203	urn:cite:hmt:msA.102r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 102r	urn:cite:hmt:codex.msA
msA	204	urn:cite:hmt:msA.102v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 102v	urn:cite:hmt:codex.msA
msA	205	urn:cite:hmt:msA.103r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 103r	urn:cite:hmt:codex.msA
msA	206	urn:cite:hmt:msA.103v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 103v	urn:cite:hmt:codex.msA
msA	207	urn:cite:hmt:msA.104r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 104r	urn:cite:hmt:codex.msA
msA	208	urn:cite:hmt:msA.104v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 104v	urn:cite:hmt:codex.msA
msA	209	urn:cite:hmt:msA.105r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 105r	urn:cite:hmt:codex.msA
msA	210	urn:cite:hmt:msA.105v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 105v	urn:cite:hmt:codex.msA
msA	211	urn:cite:hmt:msA.106r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 106r	urn:cite:hmt:codex.msA
msA	212	urn:cite:hmt:msA.106v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 106v	urn:cite:hmt:codex.msA
msA	213	urn:cite:hmt:msA.107r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 107r	urn:cite:hmt:codex.msA
msA	214	urn:cite:hmt:msA.107v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 107v	urn:cite:hmt:codex.msA
msA	215	urn:cite:hmt:msA.108r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 108r	urn:cite:hmt:codex.msA
msA	216	urn:cite:hmt:msA.108v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 108v	urn:cite:hmt:codex.msA
msA	217	urn:cite:hmt:msA.109r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 109r	urn:cite:hmt:codex.msA
msA	218	urn:cite:hmt:msA.109v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 109v	urn:cite:hmt:codex.msA
msA	219	urn:cite:hmt:msA.110r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 110r	urn:cite:hmt:codex.msA
msA	220	urn:cite:hmt:msA.110v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 110v	urn:cite:hmt:codex.msA
msA	221	urn:cite:hmt:msA.111r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 111r	urn:cite:hmt:codex.msA
msA	222	urn:cite:hmt:msA.111v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 111v	urn:cite:hmt:codex.msA
msA	223	urn:cite:hmt:msA.112r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 112r	urn:cite:hmt:codex.msA
msA	224	urn:cite:hmt:msA.112v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 112v	urn:cite:hmt:codex.msA
msA	225	urn:cite:hmt:msA.113r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 113r	urn:cite:hmt:codex.msA
msA	226	urn:cite:hmt:msA.113v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 113v	urn:cite:hmt:codex.msA
msA	227	urn:cite:hmt:msA.114r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 114r	urn:cite:hmt:codex.msA
msA	228	urn:cite:hmt:msA.114v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 114v	urn:cite:hmt:codex.msA
msA	229	urn:cite:hmt:msA.115r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 115r	urn:cite:hmt:codex.msA
msA	230	urn:cite:hmt:msA.115v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 115v	urn:cite:hmt:codex.msA
msA	231	urn:cite:hmt:msA.116r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 116r	urn:cite:hmt:codex.msA
msA	232	urn:cite:hmt:msA.116v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 116v	urn:cite:hmt:codex.msA
msA	233	urn:cite:hmt:msA.117r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 117r	urn:cite:hmt:codex.msA
msA	234	urn:cite:hmt:msA.117v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 117v	urn:cite:hmt:codex.msA
msA	235	urn:cite:hmt:msA.118r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 118r	urn:cite:hmt:codex.msA
msA	236	urn:cite:hmt:msA.118v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 118v	urn:cite:hmt:codex.msA
msA	237	urn:cite:hmt:msA.119r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 119r	urn:cite:hmt:codex.msA
msA	238	urn:cite:hmt:msA.119v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 119v	urn:cite:hmt:codex.msA
msA	239	urn:cite:hmt:msA.120r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 120r	urn:cite:hmt:codex.msA
msA	240	urn:cite:hmt:msA.120v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 120v	urn:cite:hmt:codex.msA
msA	241	urn:cite:hmt:msA.121r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 121r	urn:cite:hmt:codex.msA
msA	242	urn:cite:hmt:msA.121v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 121v	urn:cite:hmt:codex.msA
msA	243	urn:cite:hmt:msA.122r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 122r	urn:cite:hmt:codex.msA
msA	244	urn:cite:hmt:msA.122v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 122v	urn:cite:hmt:codex.msA
msA	245	urn:cite:hmt:msA.123r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 123r	urn:cite:hmt:codex.msA
msA	246	urn:cite:hmt:msA.123v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 123v	urn:cite:hmt:codex.msA
msA	247	urn:cite:hmt:msA.124r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 124r	urn:cite:hmt:codex.msA
msA	248	urn:cite:hmt:msA.124v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 124v	urn:cite:hmt:codex.msA
msA	249	urn:cite:hmt:msA.125r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 125r	urn:cite:hmt:codex.msA
msA	250	urn:cite:hmt:msA.125v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 125v	urn:cite:hmt:codex.msA
msA	251	urn:cite:hmt:msA.126r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 126r	urn:cite:hmt:codex.msA
msA	252	urn:cite:hmt:msA.126v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 126v	urn:cite:hmt:codex.msA
msA	253	urn:cite:hmt:msA.127r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 127r	urn:cite:hmt:codex.msA
msA	254	urn:cite:hmt:msA.127v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 127v	urn:cite:hmt:codex.msA
msA	255	urn:cite:hmt:msA.128r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 128r	urn:cite:hmt:codex.msA
msA	256	urn:cite:hmt:msA.128v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 128v	urn:cite:hmt:codex.msA
msA	257	urn:cite:hmt:msA.129r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 129r	urn:cite:hmt:codex.msA
msA	258	urn:cite:hmt:msA.129v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 129v	urn:cite:hmt:codex.msA
msA	259	urn:cite:hmt:msA.130r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 130r	urn:cite:hmt:codex.msA
msA	260	urn:cite:hmt:msA.130v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 130v	urn:cite:hmt:codex.msA
msA	261	urn:cite:hmt:msA.131r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 131r	urn:cite:hmt:codex.msA
msA	262	urn:cite:hmt:msA.131v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 131v	urn:cite:hmt:codex.msA
msA	263	urn:cite:hmt:msA.132r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 132r	urn:cite:hmt:codex.msA
msA	264	urn:cite:hmt:msA.132v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 132v	urn:cite:hmt:codex.msA
msA	265	urn:cite:hmt:msA.133r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 133r	urn:cite:hmt:codex.msA
msA	266	urn:cite:hmt:msA.133v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 133v	urn:cite:hmt:codex.msA
msA	267	urn:cite:hmt:msA.134r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 134r	urn:cite:hmt:codex.msA
msA	268	urn:cite:hmt:msA.134v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 134v	urn:cite:hmt:codex.msA
msA	269	urn:cite:hmt:msA.135r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 135r	urn:cite:hmt:codex.msA
msA	270	urn:cite:hmt:msA.135v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 135v	urn:cite:hmt:codex.msA
msA	271	urn:cite:hmt:msA.136r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 136r	urn:cite:hmt:codex.msA
msA	272	urn:cite:hmt:msA.136v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 136v	urn:cite:hmt:codex.msA
msA	273	urn:cite:hmt:msA.137r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 137r	urn:cite:hmt:codex.msA
msA	274	urn:cite:hmt:msA.137v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 137v	urn:cite:hmt:codex.msA
msA	275	urn:cite:hmt:msA.138r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 138r	urn:cite:hmt:codex.msA
msA	276	urn:cite:hmt:msA.138v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 138v	urn:cite:hmt:codex.msA
msA	277	urn:cite:hmt:msA.139r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 139r	urn:cite:hmt:codex.msA
msA	278	urn:cite:hmt:msA.139v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 139v	urn:cite:hmt:codex.msA
msA	279	urn:cite:hmt:msA.140r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 140r	urn:cite:hmt:codex.msA
msA	280	urn:cite:hmt:msA.140v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 140v	urn:cite:hmt:codex.msA
msA	281	urn:cite:hmt:msA.141r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 141r	urn:cite:hmt:codex.msA
msA	282	urn:cite:hmt:msA.141v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 141v	urn:cite:hmt:codex.msA
msA	283	urn:cite:hmt:msA.142r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 142r	urn:cite:hmt:codex.msA
msA	284	urn:cite:hmt:msA.142v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 142v	urn:cite:hmt:codex.msA
msA	285	urn:cite:hmt:msA.143r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 143r	urn:cite:hmt:codex.msA
msA	286	urn:cite:hmt:msA.143v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 143v	urn:cite:hmt:codex.msA
msA	287	urn:cite:hmt:msA.144r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 144r	urn:cite:hmt:codex.msA
msA	288	urn:cite:hmt:msA.144v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 144v	urn:cite:hmt:codex.msA
msA	289	urn:cite:hmt:msA.145r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 145r	urn:cite:hmt:codex.msA
msA	290	urn:cite:hmt:msA.145v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 145v	urn:cite:hmt:codex.msA
msA	291	urn:cite:hmt:msA.146r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 146r	urn:cite:hmt:codex.msA
msA	292	urn:cite:hmt:msA.146v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 146v	urn:cite:hmt:codex.msA
msA	293	urn:cite:hmt:msA.147r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 147r	urn:cite:hmt:codex.msA
msA	294	urn:cite:hmt:msA.147v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 147v	urn:cite:hmt:codex.msA
msA	295	urn:cite:hmt:msA.148r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 148r	urn:cite:hmt:codex.msA
msA	296	urn:cite:hmt:msA.148v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 148v	urn:cite:hmt:codex.msA
msA	297	urn:cite:hmt:msA.149r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 149r	urn:cite:hmt:codex.msA
msA	298	urn:cite:hmt:msA.149v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 149v	urn:cite:hmt:codex.msA
msA	299	urn:cite:hmt:msA.150r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 150r	urn:cite:hmt:codex.msA
msA	300	urn:cite:hmt:msA.150v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 150v	urn:cite:hmt:codex.msA
msA	301	urn:cite:hmt:msA.151r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 151r	urn:cite:hmt:codex.msA
msA	302	urn:cite:hmt:msA.151v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 151v	urn:cite:hmt:codex.msA
msA	303	urn:cite:hmt:msA.152r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 152r	urn:cite:hmt:codex.msA
msA	304	urn:cite:hmt:msA.152v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 152v	urn:cite:hmt:codex.msA
msA	305	urn:cite:hmt:msA.153r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 153r	urn:cite:hmt:codex.msA
msA	306	urn:cite:hmt:msA.153v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 153v	urn:cite:hmt:codex.msA
msA	307	urn:cite:hmt:msA.154r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 154r	urn:cite:hmt:codex.msA
msA	308	urn:cite:hmt:msA.154v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 154v	urn:cite:hmt:codex.msA
msA	309	urn:cite:hmt:msA.155r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 155r	urn:cite:hmt:codex.msA
msA	310	urn:cite:hmt:msA.155v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 155v	urn:cite:hmt:codex.msA
msA	311	urn:cite:hmt:msA.156r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 156r	urn:cite:hmt:codex.msA
msA	312	urn:cite:hmt:msA.156v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 156v	urn:cite:hmt:codex.msA
msA	313	urn:cite:hmt:msA.157r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 157r	urn:cite:hmt:codex.msA
msA	314	urn:cite:hmt:msA.157v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 157v	urn:cite:hmt:codex.msA
msA	315	urn:cite:hmt:msA.158r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 158r	urn:cite:hmt:codex.msA
msA	316	urn:cite:hmt:msA.158v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 158v	urn:cite:hmt:codex.msA
msA	317	urn:cite:hmt:msA.159r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 159r	urn:cite:hmt:codex.msA
msA	318	urn:cite:hmt:msA.159v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 159v	urn:cite:hmt:codex.msA
msA	319	urn:cite:hmt:msA.160r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 160r	urn:cite:hmt:codex.msA
msA	320	urn:cite:hmt:msA.160v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 160v	urn:cite:hmt:codex.msA
msA	321	urn:cite:hmt:msA.161r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 161r	urn:cite:hmt:codex.msA
msA	322	urn:cite:hmt:msA.161v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 161v	urn:cite:hmt:codex.msA
msA	323	urn:cite:hmt:msA.162r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 162r	urn:cite:hmt:codex.msA
msA	324	urn:cite:hmt:msA.162v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 162v	urn:cite:hmt:codex.msA
msA	325	urn:cite:hmt:msA.163r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 163r	urn:cite:hmt:codex.msA
msA	326	urn:cite:hmt:msA.163v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 163v	urn:cite:hmt:codex.msA
msA	327	urn:cite:hmt:msA.164r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 164r	urn:cite:hmt:codex.msA
msA	328	urn:cite:hmt:msA.164v	verso	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 164v	urn:cite:hmt:codex.msA
msA	329	urn:cite:hmt:msA.165r	recto	Marcianus Graecus Z. 454 (= 822) (Venetus A), folio 165r	urn:cite:hmt:codex.msA
