URN,ImageReference
urn:cts:greekLit:tlg0012.tlg001.msA:10.384,"urn:cite:hmt:vaimg.VA133VN-0635@0.482,0.3764,0.436,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.385,"urn:cite:hmt:vaimg.VA133VN-0635@0.48,0.3974,0.423,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.386,"urn:cite:hmt:vaimg.VA133VN-0635@0.479,0.417,0.423,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.387,"urn:cite:hmt:vaimg.VA133VN-0635@0.48,0.4335,0.394,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.388,"urn:cite:hmt:vaimg.VA133VN-0635@0.484,0.4538,0.397,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:10.389,"urn:cite:hmt:vaimg.VA133VN-0635@0.488,0.4741,0.397,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:10.390,"urn:cite:hmt:vaimg.VA133VN-0635@0.483,0.4899,0.432,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.391,"urn:cite:hmt:vaimg.VA133VN-0635@0.481,0.5094,0.432,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.392,"urn:cite:hmt:vaimg.VA133VN-0635@0.484,0.5304,0.406,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.393,"urn:cite:hmt:vaimg.VA133VN-0635@0.488,0.5447,0.442,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.394,"urn:cite:hmt:vaimg.VA133VN-0635@0.488,0.5642,0.424,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.395,"urn:cite:hmt:vaimg.VA133VN-0635@0.49,0.5823,0.429,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.396,"urn:cite:hmt:vaimg.VA133VN-0635@0.487,0.6003,0.383,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.397,"urn:cite:hmt:vaimg.VA133VN-0635@0.489,0.6168,0.383,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.398,"urn:cite:hmt:vaimg.VA133VN-0635@0.489,0.6349,0.388,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.399,"urn:cite:hmt:vaimg.VA133VN-0635@0.494,0.6574,0.414,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.400,"urn:cite:hmt:vaimg.VA133VN-0635@0.493,0.6747,0.424,0.0218"
urn:cts:greekLit:tlg0012.tlg001.msA:10.401,"urn:cite:hmt:vaimg.VA133VN-0635@0.493,0.6942,0.39,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.452,"urn:cite:hmt:vaimg.VA135RN-0307@0.1882,0.1953,0.4314,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.453,"urn:cite:hmt:vaimg.VA135RN-0307@0.1812,0.2179,0.4134,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.454,"urn:cite:hmt:vaimg.VA135RN-0307@0.1802,0.2352,0.3984,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.455,"urn:cite:hmt:vaimg.VA135RN-0307@0.1842,0.2539,0.4034,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.456,"urn:cite:hmt:vaimg.VA135RN-0307@0.1872,0.2712,0.4104,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.457,"urn:cite:hmt:vaimg.VA135RN-0307@0.1882,0.2923,0.4234,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.458,"urn:cite:hmt:vaimg.VA135RN-0307@0.1852,0.3118,0.4454,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.459,"urn:cite:hmt:vaimg.VA135RN-0307@0.1852,0.3306,0.4505,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.460,"urn:cite:hmt:vaimg.VA135RN-0307@0.1832,0.3494,0.3804,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.461,"urn:cite:hmt:vaimg.VA135RN-0307@0.1812,0.3681,0.4284,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.462,"urn:cite:hmt:vaimg.VA135RN-0307@0.1792,0.3892,0.4384,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.463,"urn:cite:hmt:vaimg.VA135RN-0307@0.1782,0.4072,0.4404,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.464,"urn:cite:hmt:vaimg.VA135RN-0307@0.1782,0.4252,0.4324,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.465,"urn:cite:hmt:vaimg.VA135RN-0307@0.1792,0.4433,0.4134,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.466,"urn:cite:hmt:vaimg.VA135RN-0307@0.1752,0.4621,0.4204,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.467,"urn:cite:hmt:vaimg.VA135RN-0307@0.1772,0.4831,0.4334,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.468,"urn:cite:hmt:vaimg.VA135RN-0307@0.1762,0.5004,0.4414,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.469,"urn:cite:hmt:vaimg.VA135RN-0307@0.1762,0.5207,0.4484,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.470,"urn:cite:hmt:vaimg.VA135RN-0307@0.1722,0.5394,0.4484,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.471,"urn:cite:hmt:vaimg.VA135RN-0307@0.1712,0.5567,0.4124,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.472,"urn:cite:hmt:vaimg.VA135RN-0307@0.1742,0.5755,0.4454,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.473,"urn:cite:hmt:vaimg.VA135RN-0307@0.1732,0.5965,0.4214,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.474,"urn:cite:hmt:vaimg.VA135RN-0307@0.1722,0.6123,0.4384,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.475,"urn:cite:hmt:vaimg.VA135RN-0307@0.1672,0.6341,0.3984,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.476,"urn:cite:hmt:vaimg.VA135RN-0307@0.1612,0.6514,0.4645,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.477,"urn:cite:hmt:vaimg.VA135RN-0307@0.1632,0.6717,0.3744,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.478,"urn:cite:hmt:vaimg.VA135VN-0637@0.4745,0.2239,0.4424,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:10.479,"urn:cite:hmt:vaimg.VA135VN-0637@0.4755,0.2404,0.4344,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.480,"urn:cite:hmt:vaimg.VA135VN-0637@0.4745,0.2592,0.4214,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.481,"urn:cite:hmt:vaimg.VA135VN-0637@0.4765,0.2787,0.4214,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.482,"urn:cite:hmt:vaimg.VA135VN-0637@0.4795,0.2968,0.4384,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.483,"urn:cite:hmt:vaimg.VA135VN-0637@0.4775,0.3156,0.4384,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.484,"urn:cite:hmt:vaimg.VA135VN-0637@0.4755,0.3343,0.4094,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.485,"urn:cite:hmt:vaimg.VA135VN-0637@0.4735,0.3516,0.4114,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.486,"urn:cite:hmt:vaimg.VA135VN-0637@0.4765,0.3711,0.3794,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.487,"urn:cite:hmt:vaimg.VA135VN-0637@0.4795,0.3914,0.4114,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.488,"urn:cite:hmt:vaimg.VA135VN-0637@0.4795,0.4095,0.4234,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.489,"urn:cite:hmt:vaimg.VA135VN-0637@0.4795,0.432,0.3814,0.0195"
urn:cts:greekLit:tlg0012.tlg001.msA:10.490,"urn:cite:hmt:vaimg.VA135VN-0637@0.4775,0.4478,0.4334,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.491,"urn:cite:hmt:vaimg.VA135VN-0637@0.4745,0.4666,0.4244,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.492,"urn:cite:hmt:vaimg.VA135VN-0637@0.4755,0.4876,0.3714,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.493,"urn:cite:hmt:vaimg.VA135VN-0637@0.4765,0.5049,0.4184,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.494,"urn:cite:hmt:vaimg.VA135VN-0637@0.4705,0.5244,0.4184,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.495,"urn:cite:hmt:vaimg.VA135VN-0637@0.4735,0.5424,0.4234,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.496,"urn:cite:hmt:vaimg.VA135VN-0637@0.4755,0.5605,0.4334,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.497,"urn:cite:hmt:vaimg.VA135VN-0637@0.4725,0.58,0.4094,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.498,"urn:cite:hmt:vaimg.VA135VN-0637@0.4745,0.5988,0.4314,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.499,"urn:cite:hmt:vaimg.VA135VN-0637@0.4755,0.6161,0.3974,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.500,"urn:cite:hmt:vaimg.VA135VN-0637@0.4755,0.6364,0.4034,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.501,"urn:cite:hmt:vaimg.VA135VN-0637@0.4765,0.6551,0.4034,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.502,"urn:cite:hmt:vaimg.VA135VN-0637@0.4805,0.6747,0.4034,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.503,"urn:cite:hmt:vaimg.VA136RN-0308@0.1802,0.1953,0.4144,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:10.504,"urn:cite:hmt:vaimg.VA136RN-0308@0.1782,0.2194,0.3874,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.505,"urn:cite:hmt:vaimg.VA136RN-0308@0.1782,0.2367,0.3544,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.506,"urn:cite:hmt:vaimg.VA136RN-0308@0.1792,0.2585,0.3954,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.507,"urn:cite:hmt:vaimg.VA136RN-0308@0.1802,0.2742,0.4394,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.508,"urn:cite:hmt:vaimg.VA136RN-0308@0.1752,0.2938,0.3984,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.509,"urn:cite:hmt:vaimg.VA136RN-0308@0.1732,0.314,0.3814,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.510,"urn:cite:hmt:vaimg.VA136RN-0308@0.1782,0.3328,0.4344,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.511,"urn:cite:hmt:vaimg.VA136RN-0308@0.1782,0.3509,0.4064,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.512,"urn:cite:hmt:vaimg.VA136RN-0308@0.1712,0.3704,0.4114,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.513,"urn:cite:hmt:vaimg.VA136RN-0308@0.1722,0.3929,0.4404,0.0218"
urn:cts:greekLit:tlg0012.tlg001.msA:10.514,"urn:cite:hmt:vaimg.VA136RN-0308@0.1682,0.408,0.4074,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.515,"urn:cite:hmt:vaimg.VA136RN-0308@0.1692,0.4298,0.4114,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.516,"urn:cite:hmt:vaimg.VA136RN-0308@0.1662,0.4478,0.4114,0.0218"
urn:cts:greekLit:tlg0012.tlg001.msA:10.517,"urn:cite:hmt:vaimg.VA136RN-0308@0.1662,0.4651,0.4144,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.518,"urn:cite:hmt:vaimg.VA136RN-0308@0.1622,0.4838,0.4154,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:10.519,"urn:cite:hmt:vaimg.VA136RN-0308@0.1612,0.5026,0.4154,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:10.520,"urn:cite:hmt:vaimg.VA136RN-0308@0.1602,0.5222,0.4154,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:10.521,"urn:cite:hmt:vaimg.VA136RN-0308@0.1572,0.5424,0.4284,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:10.522,"urn:cite:hmt:vaimg.VA136RN-0308@0.1582,0.559,0.4344,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:10.523,"urn:cite:hmt:vaimg.VA136RN-0308@0.1552,0.5778,0.4404,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:10.524,"urn:cite:hmt:vaimg.VA136RN-0308@0.1542,0.6033,0.4214,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.525,"urn:cite:hmt:vaimg.VA136RN-0308@0.1532,0.6198,0.4214,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.526,"urn:cite:hmt:vaimg.VA136RN-0308@0.1471,0.6371,0.4525,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.527,"urn:cite:hmt:vaimg.VA136RN-0308@0.1552,0.6559,0.4595,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:10.528,"urn:cite:hmt:vaimg.VA136VN-0638@0.4845,0.2179,0.4154,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:10.529,"urn:cite:hmt:vaimg.VA136VN-0638@0.4835,0.2434,0.3984,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.530,"urn:cite:hmt:vaimg.VA136VN-0638@0.4855,0.2652,0.3824,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:10.532,"urn:cite:hmt:vaimg.VA136VN-0638@0.4835,0.2817,0.3854,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:10.533,"urn:cite:hmt:vaimg.VA136VN-0638@0.4795,0.3013,0.3744,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:10.534,"urn:cite:hmt:vaimg.VA136VN-0638@0.4815,0.3193,0.4464,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.535,"urn:cite:hmt:vaimg.VA136VN-0638@0.4855,0.3403,0.4234,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.536,"urn:cite:hmt:vaimg.VA136VN-0638@0.4855,0.3576,0.3984,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.537,"urn:cite:hmt:vaimg.VA136VN-0638@0.4835,0.3779,0.4324,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.538,"urn:cite:hmt:vaimg.VA136VN-0638@0.4865,0.3944,0.4264,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.539,"urn:cite:hmt:vaimg.VA136VN-0638@0.4865,0.414,0.3544,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.540,"urn:cite:hmt:vaimg.VA136VN-0638@0.4845,0.4328,0.3824,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.541,"urn:cite:hmt:vaimg.VA136VN-0638@0.4865,0.4508,0.4364,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.542,"urn:cite:hmt:vaimg.VA136VN-0638@0.4825,0.4718,0.3534,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.543,"urn:cite:hmt:vaimg.VA136VN-0638@0.4795,0.4899,0.4244,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.544,"urn:cite:hmt:vaimg.VA136VN-0638@0.4765,0.5094,0.4344,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.545,"urn:cite:hmt:vaimg.VA136VN-0638@0.4775,0.5267,0.4464,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.546,"urn:cite:hmt:vaimg.VA136VN-0638@0.4805,0.5462,0.4274,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.547,"urn:cite:hmt:vaimg.VA136VN-0638@0.4835,0.5657,0.3413,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.548,"urn:cite:hmt:vaimg.VA136VN-0638@0.4865,0.5823,0.3874,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.549,"urn:cite:hmt:vaimg.VA136VN-0638@0.4875,0.6026,0.4314,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.550,"urn:cite:hmt:vaimg.VA136VN-0638@0.4845,0.6206,0.4044,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.551,"urn:cite:hmt:vaimg.VA136VN-0638@0.4835,0.6409,0.4184,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.552,"urn:cite:hmt:vaimg.VA136VN-0638@0.4825,0.6551,0.4264,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.553,"urn:cite:hmt:vaimg.VA136VN-0638@0.4805,0.6762,0.3894,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.554,"urn:cite:hmt:vaimg.VA137RN-0309@0.1852,0.2171,0.4775,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.555,"urn:cite:hmt:vaimg.VA137RN-0309@0.1852,0.2374,0.3794,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.556,"urn:cite:hmt:vaimg.VA137RN-0309@0.1902,0.2554,0.4154,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.557,"urn:cite:hmt:vaimg.VA137RN-0309@0.1892,0.275,0.4154,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.558,"urn:cite:hmt:vaimg.VA137RN-0309@0.1902,0.2945,0.4154,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.559,"urn:cite:hmt:vaimg.VA137RN-0309@0.1822,0.314,0.4354,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.560,"urn:cite:hmt:vaimg.VA137RN-0309@0.1872,0.3321,0.4745,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.561,"urn:cite:hmt:vaimg.VA137RN-0309@0.1852,0.3516,0.4585,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.562,"urn:cite:hmt:vaimg.VA137RN-0309@0.1902,0.3742,0.4154,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:10.563,"urn:cite:hmt:vaimg.VA137RN-0309@0.1912,0.3937,0.3894,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.564,"urn:cite:hmt:vaimg.VA137RN-0309@0.1892,0.411,0.4124,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.565,"urn:cite:hmt:vaimg.VA137RN-0309@0.1922,0.4313,0.4194,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.566,"urn:cite:hmt:vaimg.VA137RN-0309@0.1882,0.4485,0.4224,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.567,"urn:cite:hmt:vaimg.VA137RN-0309@0.1912,0.4658,0.4044,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.568,"urn:cite:hmt:vaimg.VA137RN-0309@0.1882,0.4838,0.4084,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.569,"urn:cite:hmt:vaimg.VA137RN-0309@0.1892,0.5034,0.4174,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.570,"urn:cite:hmt:vaimg.VA137RN-0309@0.1882,0.5237,0.4174,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.571,"urn:cite:hmt:vaimg.VA137RN-0309@0.1862,0.5402,0.4224,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.572,"urn:cite:hmt:vaimg.VA137RN-0309@0.1832,0.5605,0.4034,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.573,"urn:cite:hmt:vaimg.VA137RN-0309@0.1812,0.5785,0.4314,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.574,"urn:cite:hmt:vaimg.VA137RN-0309@0.1802,0.6003,0.4314,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.575,"urn:cite:hmt:vaimg.VA137RN-0309@0.1782,0.6213,0.4314,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.576,"urn:cite:hmt:vaimg.VA137RN-0309@0.1812,0.6386,0.4124,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.577,"urn:cite:hmt:vaimg.VA137RN-0309@0.1832,0.6574,0.4344,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.578,"urn:cite:hmt:vaimg.VA137RN-0309@0.1822,0.6747,0.4414,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.579,"urn:cite:hmt:vaimg.VA137RN-0309@0.1722,0.6927,0.4575,0.0255"
