CtsUrn,Comments,VisualEvidence,FolioUrn
urn:cts:greekLit:tlg5026.msA.hmt:7.1,1 (msA) of Iliad 7,"urn:cite:hmt:vaimg.VA091RN-0263@0.1573,0.1038,0.6442,0.0229",urn:cite:hmt:msA.91r
urn:cts:greekLit:tlg5026.msA.hmt:7.2,2 (msA) of Iliad 7,"urn:cite:hmt:vaimg.VA091RN-0263@0.174,0.1202,0.5792,0.0205",urn:cite:hmt:msA.91r
urn:cts:greekLit:tlg5026.msA.hmt:7.3,3 (msA) of Iliad 7,"urn:cite:hmt:vaimg.VA091RN-0263@0.1746,0.1319,0.5556,0.0173",urn:cite:hmt:msA.91r
urn:cts:greekLit:tlg5026.msA.hmt:7.4,4 (msA)of Iliad 7,"urn:cite:hmt:vaimg.VA091RN-0263@0.1759,0.1454,0.6287,0.028",urn:cite:hmt:msA.91r
urn:cts:greekLit:tlg5026.msA.hmt:7.5,5 (msA) of Iliad 7,"urn:cite:hmt:vaimg.VA091RN-0263@0.1734,0.1557,0.6312,0.028",urn:cite:hmt:msA.91r
urn:cts:greekLit:tlg5026.msA.hmt:7.6,6 (msA)of Iliad 7,"urn:cite:hmt:vaimg.VA091RN-0263@0.1764,0.1664,0.6489,0.1239",urn:cite:hmt:msA.91r
urn:cts:greekLit:tlg5026.msA.hmt:7.7,7 (msA)of Iliad 7,"urn:cite:hmt:vaimg.VA091RN-0263@0.6071,0.2872,0.1964,0.1327",urn:cite:hmt:msA.91r
urn:cts:greekLit:tlg5026.msA.hmt:7.8,8 (msA),"urn:cite:hmt:vaimg.VA091RN-0263@0.6,0.4128,0.1963,0.0926",urn:cite:hmt:msA.91r
urn:cts:greekLit:tlg5026.msA.hmt:7.9,9 (msA)of Iliad 7,"urn:cite:hmt:vaimg.VA091RN-0263@0.6056,0.4988,0.1989,0.1147",urn:cite:hmt:msA.91r
urn:cts:greekLit:tlg5026.msA.hmt:7.10,10 (msA)of Iliad 7,"urn:cite:hmt:vaimg.VA091RN-0263@0.1598,0.7077,0.6323,0.0415",urn:cite:hmt:msA.91r
urn:cts:greekLit:tlg5026.msA.hmt:7.11,11 (msA)of Iliad 7,"urn:cite:hmt:vaimg.VA091RN-0263@0.176,0.7317,0.616,0.0507",urn:cite:hmt:msA.91r
urn:cts:greekLit:tlg5026.msA.hmt:7.3000,Main Scholia,"urn:cite:hmt:vaimg.VA098VN-0601@0.1942,0.4058,0.2217,0.1465",urn:cite:hmt:msA.98v
urn:cts:greekLit:tlg5026.msA.hmt:7.3001,Main Scholia,"urn:cite:hmt:vaimg.VA098VN-0601@0.1883,0.5485,0.22,0.0576",urn:cite:hmt:msA.98v
urn:cts:greekLit:tlg5026.msAim.hmt:7.3002,Intramarginal,"urn:cite:hmt:vaimg.VA098VN-0601@0.41,0.4615,0.07,0.0626",urn:cite:hmt:msA.98v
urn:cts:greekLit:tlg5026.msAim.hmt:7.3003,Intramarginal,"urn:cite:hmt:vaimg.VA098VN-0601@0.4067,0.5717,0.07,0.0626",urn:cite:hmt:msA.98v
urn:cts:greekLit:tlg5026.msAint.hmt:7.3004,Interior,"urn:cite:hmt:vaimg.VA098VN-0601@0.8517,0.4415,0.0483,0.0407",urn:cite:hmt:msA.98v
urn:cts:greekLit:tlg5026.msAint.hmt:7.3005,Interior,"urn:cite:hmt:vaimg.VA098VN-0601@0.8558,0.6249,0.0408,0.0326",urn:cite:hmt:msA.98v
urn:cts:greekLit:tlg5026.msA.hmt:7.3006,Main Scholia,"urn:cite:hmt:vaimg.VA100RN-0272@0.175,0.1089,0.6367,0.0526",urn:cite:hmt:msA.100r
urn:cts:greekLit:tlg5026.msAint.hmt:7.3007,Interior,"urn:cite:hmt:vaimg.VA100RN-0272@0.103,0.3974,0.07,0.0293",urn:cite:hmt:msA.100r
urn:cts:greekLit:tlg5026.msAint.hmt:7.3008,Interior,"urn:cite:hmt:vaimg.VA100RN-0272@0.103,0.5845,0.065,0.0533",urn:cite:hmt:msA.100r
urn:cts:greekLit:tlg5026.msA.hmt:7.3009,Main Scholia,"urn:cite:hmt:vaimg.VA100RN-0272@0.598,0.3599,0.226,0.0639",urn:cite:hmt:msA.100r
urn:cts:greekLit:tlg5026.msA.hmt:7.3010,Main Scholia,"urn:cite:hmt:vaimg.VA100RN-0272@0.595,0.4207,0.252,0.3028",urn:cite:hmt:msA.100r
urn:cts:greekLit:tlg5026.msAint.hmt:7.3012,Interior,"urn:cite:hmt:vaimg.VA099RN-0271@0.104,0.2735,0.075,0.0646",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msAint.hmt:7.3013,Interior,"urn:cite:hmt:vaimg.VA099RN-0271@0.098,0.3599,0.077,0.0308",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msAint.hmt:7.3014,Interior,"urn:cite:hmt:vaimg.VA099RN-0271@0.104,0.4448,0.074,0.0721",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msAint.hmt:7.3015,Interior,"urn:cite:hmt:vaimg.VA099RN-0271@0.101,0.583,0.072,0.0458",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msAint.hmt:7.3016,Interior,"urn:cite:hmt:vaimg.VA099RN-0271@0.108,0.6206,0.069,0.0248",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msAint.hmt:7.3017,Interior,"urn:cite:hmt:vaimg.VA099RN-0271@0.098,0.6431,0.083,0.0383",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msAil.hmt:7.3018,Interlinear,"urn:cite:hmt:vaimg.VA099RN-0271@0.2092,0.2937,0.1033,0.0131",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msAil.hmt:7.3019,Interlinear,"urn:cite:hmt:vaimg.VA099RN-0271@0.3758,0.2899,0.0608,0.0257",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msAil.hmt:7.3020,Interlinear,"urn:cite:hmt:vaimg.VA099RN-0271@0.4742,0.2937,0.0725,0.0213",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msAil.hmt:7.3021,Interlinear,"urn:cite:hmt:vaimg.VA099RN-0271@0.4133,0.6418,0.075,0.0138",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msAim.hmt:7.3022,Intermarginal,"urn:cite:hmt:vaimg.VA099RN-0271@0.5742,0.3569,0.0475,0.0282",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3023,Main Scholia,"urn:cite:hmt:vaimg.VA099RN-0271@0.6117,0.2398,0.2017,0.0376",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3024,Main Scholia,"urn:cite:hmt:vaimg.VA099RN-0271@0.62,0.2736,0.1933,0.0532",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3025,Main Scholia,"urn:cite:hmt:vaimg.VA099RN-0271@0.6183,0.3225,0.195,0.0288",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3053,Main Scholia,"urn:cite:hmt:vaimg.VA099RN-0271@0.6117,0.3431,0.195,0.0488",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3026,Main Scholia,"urn:cite:hmt:vaimg.VA099RN-0271@0.63,0.541,0.1833,0.0739",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3027,Main Scholia,"urn:cite:hmt:vaimg.VA099RN-0271@0.6275,0.6111,0.1842,0.0382",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3028,Main Scholia,"urn:cite:hmt:vaimg.VA099RN-0271@0.63,0.6425,0.1742,0.0557",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3029,Main Scholia,"urn:cite:hmt:vaimg.VA099RN-0271@0.15,0.6888,0.6575,0.0488",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3030,Main Scholia,"urn:cite:hmt:vaimg.VA099RN-0271@0.3575,0.7201,0.3275,0.0188",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3031,Main Scholia,"urn:cite:hmt:vaimg.VA099RN-0271@0.1658,0.7326,0.4575,0.0319",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msAext.hmt:7.3032,Exterior,"urn:cite:hmt:vaimg.VA099RN-0271@0.8433,0.6406,0.0642,0.0351",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3011,Main Scholia,"urn:cite:hmt:vaimg.VA100RN-0272@0.1667,0.7188,0.4142,0.0207",urn:cite:hmt:msA.100r
urn:cts:greekLit:tlg5026.msA.hmt:7.3033,Main Scholia,"urn:cite:hmt:vaimg.VA100RN-0272@0.1675,0.7182,0.6575,0.0526",urn:cite:hmt:msA.100r
urn:cts:greekLit:tlg5026.msA.hmt:7.3034,Main Scholia,"urn:cite:hmt:vaimg.VA100RN-0272@0.1833,0.7545,0.6117,0.0388",urn:cite:hmt:msA.100r
urn:cts:greekLit:tlg5026.msA.hmt:7.3035,Main Scholia,"urn:cite:hmt:vaimg.VA099VN-0602@0.185,0.129,0.7117,0.0326",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msAext.hmt:7.3036,Exterior,"urn:cite:hmt:vaimg.VA099RN-0271@0.8463,0.5296,0.03,0.0225",urn:cite:hmt:msA.99r
urn:cts:greekLit:tlg5026.msA.hmt:7.3037,Main Scholia,"urn:cite:hmt:vaimg.VA099VN-0602@0.1933,0.1553,0.6942,0.0213",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msAil.hmt:7.3038,Interlinear,"urn:cite:hmt:vaimg.VA099VN-0602@0.7575,0.273,0.0642,0.0113",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msAil.hmt:7.3039,Interlinear,"urn:cite:hmt:vaimg.VA099VN-0602@0.6767,0.2937,0.0675,0.0119",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msAim.hmt:7.3040,Intramarginal,"urn:cite:hmt:vaimg.VA099VN-0602@0.385,0.3406,0.0783,0.0576",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msAil.hmt:7.3041,Interlinear,"urn:cite:hmt:vaimg.VA099VN-0602@0.6517,0.35,0.0775,0.0119",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msA.hmt:7.3042,Main Scholia,"urn:cite:hmt:vaimg.VA099VN-0602@0.1958,0.4715,0.2067,0.0639",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msAil.hmt:7.3043,Interlinear,"urn:cite:hmt:vaimg.VA099VN-0602@0.4925,0.4847,0.0533,0.0113",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msA.hmt:7.3044,Main Scholia,"urn:cite:hmt:vaimg.VA099VN-0602@0.1992,0.5366,0.2008,0.0438",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msA.hmt:7.3045,Main Scholia,"urn:cite:hmt:vaimg.VA099VN-0602@0.2025,0.5798,0.2033,0.0451",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msA.hmt:7.3046,Main Scholia,"urn:cite:hmt:vaimg.VA099VN-0602@0.1992,0.6268,0.2133,0.0789",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msAim.hmt:7.3047,Intramarginal,"urn:cite:hmt:vaimg.VA099VN-0602@0.4,0.6393,0.0533,0.0263",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msAim.hmt:7.3048,Intramarginal,"urn:cite:hmt:vaimg.VA099VN-0602@0.4017,0.6625,0.055,0.0313",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msAint.hmt:7.3049,Interior,"urn:cite:hmt:vaimg.VA099VN-0602@0.855,0.65,0.0525,0.0269",urn:cite:hmt:msA.99v
urn:cts:greekLit:tlg5026.msA.hmt:7.3050,Main Scholia,"urn:cite:hmt:vaimg.VA100VN-0603@0.164,0.133,0.705,0.0338",urn:cite:hmt:msA.100v
urn:cts:greekLit:tlg5026.msA.hmt:7.3051,Main Scholia,"urn:cite:hmt:vaimg.VA100VN-0603@0.193,0.1578,0.52,0.027",urn:cite:hmt:msA.100v
urn:cts:greekLit:tlg5026.msAim.hmt:7.3052,Intramarginal,"urn:cite:hmt:vaimg.VA100VN-0603@0.393,0.2442,0.063,0.0338",urn:cite:hmt:msA.100v
urn:cts:greekLit:tlg5026.msA.hmt:7.2000,1st main scholion of 96r,"urn:cite:hmt:vaimg.VA096RN-0268@0.1783,0.1151,0.6217,0.0325",urn:cite:hmt:msA.96r
urn:cts:greekLit:tlg5026.msA.hmt:7.2001,2nd main scholion of 96r,"urn:cite:hmt:vaimg.VA096RN-0268@0.1883,0.1502,0.595,0.0426",urn:cite:hmt:msA.96r
urn:cts:greekLit:tlg5026.msA.hmt:7.2002,3rd main scholion of 96r,"urn:cite:hmt:vaimg.VA096RN-0268@0.1608,0.7132,0.6417,0.0463",urn:cite:hmt:msA.96r
urn:cts:greekLit:tlg5026.msA.hmt:7.2003,4th main scholion of 96r,"urn:cite:hmt:vaimg.VA096RN-0268@0.1775,0.7408,0.6067,0.0802",urn:cite:hmt:msA.96r
urn:cts:greekLit:tlg5026.msA.hmt:7.2009,1st main scholion of 96v,"urn:cite:hmt:vaimg.VA096VN-0599@0.19,0.3206,0.2167,0.087",urn:cite:hmt:msA.96v
urn:cts:greekLit:tlg5026.msA.hmt:7.2010,2nd main scholion of 96v,"urn:cite:hmt:vaimg.VA096VN-0599@0.1933,0.402,0.2175,0.0313",urn:cite:hmt:msA.96v
urn:cts:greekLit:tlg5026.msA.hmt:7.2011,3rd main scholion of 96v,"urn:cite:hmt:vaimg.VA096VN-0599@0.1892,0.4308,0.225,0.1209",urn:cite:hmt:msA.96v
urn:cts:greekLit:tlg5026.msA.hmt:7.2012,4th main scholion of 96v,"urn:cite:hmt:vaimg.VA096VN-0599@0.1958,0.5548,0.225,0.0651",urn:cite:hmt:msA.96v
urn:cts:greekLit:tlg5026.msA.hmt:7.2013,5th main scholion of 96v,"urn:cite:hmt:vaimg.VA096VN-0599@0.2158,0.7364,0.65,0.0363",urn:cite:hmt:msA.96v
urn:cts:greekLit:tlg5026.msA.hmt:7.2019,1st main scholion of 97r,"urn:cite:hmt:vaimg.VA097RN-0269@0.1642,0.0933,0.5767,0.0363",urn:cite:hmt:msA.97r
urn:cts:greekLit:tlg5026.msA.hmt:7.2020,2nd main scholion of 97r,"urn:cite:hmt:vaimg.VA097RN-0269@0.1767,0.1234,0.525,0.0213",urn:cite:hmt:msA.97r
urn:cts:greekLit:tlg5026.msA.hmt:7.2021,3rd main scholion of 97r,"urn:cite:hmt:vaimg.VA097RN-0269@0.175,0.144,0.6133,0.0369",urn:cite:hmt:msA.97r
urn:cts:greekLit:tlg5026.msA.hmt:7.2022,4th main scholion of 97r,"urn:cite:hmt:vaimg.VA097RN-0269@0.18,0.1603,0.6067,0.0394",urn:cite:hmt:msA.97r
urn:cts:greekLit:tlg5026.msA.hmt:7.2028,1st main scholion of 97v,"urn:cite:hmt:vaimg.VA097VN-0600@0.19,0.1221,0.6658,0.0438",urn:cite:hmt:msA.97v
urn:cts:greekLit:tlg5026.msA.hmt:7.2029,2nd main scholion of 97v,"urn:cite:hmt:vaimg.VA097VN-0600@0.1958,0.3801,0.2208,0.1409",urn:cite:hmt:msA.97v
urn:cts:greekLit:tlg5026.msA.hmt:7.2030,3rd main scholion of 97v,"urn:cite:hmt:vaimg.VA097VN-0600@0.1925,0.5241,0.2175,0.042",urn:cite:hmt:msA.97v
urn:cts:greekLit:tlg5026.msA.hmt:7.2031,4th main scholion of 97v,"urn:cite:hmt:vaimg.VA097VN-0600@0.1942,0.5673,0.2392,0.134",urn:cite:hmt:msA.97v
urn:cts:greekLit:tlg5026.msA.hmt:7.2032,5th main scholion of 97v,"urn:cite:hmt:vaimg.VA097VN-0600@0.1958,0.7032,0.25,0.0357",urn:cite:hmt:msA.97v
urn:cts:greekLit:tlg5026.msA.hmt:7.2033,6th main scholion of 97v,"urn:cite:hmt:vaimg.VA097VN-0600@0.2025,0.7176,0.6817,0.0495",urn:cite:hmt:msA.97v
urn:cts:greekLit:tlg5026.msA.hmt:7.2043,1st main scholion of 98r,"urn:cite:hmt:vaimg.VA098RN-0270@0.1683,0.1121,0.6183,0.0288",urn:cite:hmt:msA.98r
urn:cts:greekLit:tlg5026.msA.hmt:7.2044,2nd main scholion of 98r,"urn:cite:hmt:vaimg.VA098RN-0270@0.6167,0.3532,0.1842,0.0645",urn:cite:hmt:msA.98r
urn:cts:greekLit:tlg5026.msA.hmt:7.2045,3rd main scholion of 98r,"urn:cite:hmt:vaimg.VA098RN-0270@0.6183,0.4189,0.165,0.042",urn:cite:hmt:msA.98r
urn:cts:greekLit:tlg5026.msA.hmt:7.2046,4th main scholion of 98r,"urn:cite:hmt:vaimg.VA098RN-0270@0.635,0.4953,0.2067,0.0413",urn:cite:hmt:msA.98r
urn:cts:greekLit:tlg5026.msA.hmt:7.1000,1st main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.1892,0.1196,0.6533,0.0526",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1001,2nd main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.4492,0.1497,0.3117,0.0163",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1002,3rd main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.1867,0.1597,0.66,0.0332",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1003,4th main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.1958,0.1716,0.645,0.0344",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1004,5th main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.1992,0.1879,0.65,0.0344",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1005,6th main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.19,0.2185,0.2092,0.0401",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1006,7th main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.1883,0.2517,0.2142,0.0495",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1007,8th main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.1875,0.2962,0.2233,0.1434",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1008,9th main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.1933,0.4364,0.2175,0.0639",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1009,10th main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.1975,0.4953,0.2092,0.0914",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1010,11th main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.1933,0.5811,0.2058,0.0676",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1011,12th main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.19,0.6281,0.2283,0.0539",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1012,13th main scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.1992,0.727,0.67,0.0457",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1013,1st intramarginal scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.4042,0.4346,0.0642,0.0207",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1014,2nd intramarginal scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.4158,0.6205,0.0567,0.0457",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1015,interlinear scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.8225,0.5661,0.0467,0.0081",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1016,interior scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.85,0.645,0.05,0.0401",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1066,exterior scholion,"urn:cite:hmt:vaimg.VA093VN-0596@0.1017,0.3676,0.025,0.0163",urn:cite:hmt:msA.93v
urn:cts:greekLit:tlg5026.msA.hmt:7.1017,1st main scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.1842,0.1052,0.6225,0.0257",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1018,2nd main scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.175,0.1202,0.6308,0.0276",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1019,3rd main scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.2617,0.1334,0.555,0.0263",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1020,4th main scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.19,0.1503,0.6183,0.0388",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1021,5th main scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.6158,0.397,0.205,0.0676",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1022,6th main scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.6142,0.4634,0.2067,0.0501",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1023,7th main scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.6117,0.5097,0.21,0.047",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1024,8th main scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.6133,0.551,0.2058,0.0845",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1025,9th main scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.6067,0.6387,0.1925,0.0852",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1026,10th main scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.1542,0.7145,0.6375,0.1146",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1027,1st intramarginal scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.5742,0.6224,0.0442,0.0338",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1028,2nd intramarginal scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.5767,0.68,0.0325,0.0363",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1029,1st interior scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.11,0.5235,0.0692,0.0551",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1030,2nd interior scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.1142,0.6068,0.0625,0.0457",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1031,3rd interior scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.1192,0.6763,0.0433,0.042",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1032,interlinear scholion,"urn:cite:hmt:vaimg.VA094RN-0266@0.4117,0.603,0.1825,0.0113",urn:cite:hmt:msA.94r
urn:cts:greekLit:tlg5026.msA.hmt:7.1033,1st main scholion,"urn:cite:hmt:vaimg.VA094VN-0597@0.1792,0.124,0.6725,0.0657",urn:cite:hmt:msA.94v
urn:cts:greekLit:tlg5026.msA.hmt:7.1034,2nd main scholion,"urn:cite:hmt:vaimg.VA094VN-0597@0.1875,0.3845,0.2125,0.047",urn:cite:hmt:msA.94v
urn:cts:greekLit:tlg5026.msA.hmt:7.1035,3rd main scholion,"urn:cite:hmt:vaimg.VA094VN-0597@0.1775,0.422,0.23,0.0689",urn:cite:hmt:msA.94v
urn:cts:greekLit:tlg5026.msA.hmt:7.1036,4th main scholion,"urn:cite:hmt:vaimg.VA094VN-0597@0.1792,0.4897,0.2325,0.0639",urn:cite:hmt:msA.94v
urn:cts:greekLit:tlg5026.msA.hmt:7.1037,5th main scholion,"urn:cite:hmt:vaimg.VA094VN-0597@0.2025,0.7232,0.6683,0.0382",urn:cite:hmt:msA.94v
urn:cts:greekLit:tlg5026.msA.hmt:7.1038,6th main scholion,"urn:cite:hmt:vaimg.VA094VN-0597@0.2067,0.7383,0.6692,0.0438",urn:cite:hmt:msA.94v
urn:cts:greekLit:tlg5026.msA.hmt:7.1039,7th main scholion,"urn:cite:hmt:vaimg.VA094VN-0597@0.2075,0.7539,0.665,0.0808",urn:cite:hmt:msA.94v
urn:cts:greekLit:tlg5026.msA.hmt:7.1040,1st intramarginal scholion,"urn:cite:hmt:vaimg.VA094VN-0597@0.3892,0.248,0.0675,0.0369",urn:cite:hmt:msA.94v
