Text,Comment,Image,Folio
urn:cts:greekLit:tlg5026.msA.hmt:14.B1,"First main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.24392041,0.13997234,0.68920413,0.04024896",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B2,"Second main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.24778924,0.16625173,0.67815033,0.04730290",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B3,"Third main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.24392041,0.20069156,0.67538688,0.02116183",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B4,"Fourth main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.24060427,0.22351314,0.20670597,0.02282158",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B5,"Fifth main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.24392041,0.24426003,0.20504790,0.04813278",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B6,"Sixth main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.24649963,0.28976487,0.21554901,0.03789765",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B7,"Seventh main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.24318349,0.31438451,0.22623434,0.05864454",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B8,"Eighth main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.37288136,0.35919779,0.09506264,0.01300138",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B9,"Ninth main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.23286662,0.37164592,0.23876197,0.05809129",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B10,"Tenth main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.24318349,0.42946058,0.21075903,0.02461964",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B11,"Eleventh main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.24465733,0.44163209,0.22218128,0.10235131",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B12,"Twelfth main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.23544584,0.54287690,0.24576271,0.08132780",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B13,"Thirteenth main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.24649963,0.62337483,0.22107590,0.03762102",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B14,"Fourteenth main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.24170965,0.65712310,0.22365512,0.06943292",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B15,"Fifteenth main scholion of 180v","urn:cite:hmt:vaimg.VA180VN_0682@0.25423729,0.72448133,0.69307296,0.03195021",urn:cite:hmt:msA.180v
urn:cts:greekLit:tlg5026.msA.hmt:14.B16,"First main Scholion of 181r","urn:cite:hmt:vaimg.VA181RN_0182@0.16414886,0.10954357,0.61090641,0.07192254",urn:cite:hmt:msA.181r
urn:cts:greekLit:tlg5026.msA.hmt:14.B17,"Second main Scholion of 181r","urn:cite:hmt:vaimg.VA181RN_0182@0.56834930,0.39626556,0.20670597,0.05311203",urn:cite:hmt:msA.181r
urn:cts:greekLit:tlg5026.msA.hmt:14.B18,"Third main Scholion of 181r","urn:cite:hmt:vaimg.VA181RN_0182@0.56355932,0.44688797,0.20670597,0.07275242",urn:cite:hmt:msA.181r
urn:cts:greekLit:tlg5026.msA.hmt:14.B19,"Fourth main Scholion of 181r","urn:cite:hmt:vaimg.VA181RN_0182@0.56098010,0.50525588,0.21518055,0.04619640",urn:cite:hmt:msA.181r
urn:cts:greekLit:tlg5026.msA.hmt:14.B20,"Fifth main Scholion of 181r","urn:cite:hmt:vaimg.VA181RN_0182@0.55619013,0.55117566,0.21407517,0.12641770",urn:cite:hmt:msA.181r
urn:cts:greekLit:tlg5026.msA.hmt:14.B21,"Sixth main Scholion of 181r","urn:cite:hmt:vaimg.VA181RN_0182@0.14314665,0.67441217,0.63080324,0.06860304",urn:cite:hmt:msA.181r
urn:cts:greekLit:tlg5026.msA.hmt:14.B22,"Seventh main Scholion of 181r","urn:cite:hmt:vaimg.VA181RN_0182@0.14959469,0.72282158,0.61827561,0.05034578",urn:cite:hmt:msA.181r
urn:cts:greekLit:tlg5026.msA.hmt:14.B23,"Eighth main Scholion of 181r","urn:cite:hmt:vaimg.VA181RN_0182@0.15401621,0.75435685,0.61016949,0.05089903",urn:cite:hmt:msA.181r
urn:cts:greekLit:tlg5026.msA.hmt:14.B24,"Ninth main Scholion of 181r","urn:cite:hmt:vaimg.VA181RN_0182@0.14959469,0.79917012,0.52910833,0.01715076",urn:cite:hmt:msA.181r
urn:cts:greekLit:tlg5026.msA.hmt:14.E1,"First main scholion of 181v, Iliad 14","urn:cite:hmt:vaimg.VA181VN_0683@0.23212970,0.36293223,0.20486367,0.08243430",urn:cite:hmt:msA.181v
urn:cts:greekLit:tlg5026.msA.hmt:14.E2,"Second main scholion of 181v, Iliad 14","urn:cite:hmt:vaimg.VA181VN_0683@0.25313191,0.43042877,0.18901990,0.05449516",urn:cite:hmt:msA.181v
urn:cts:greekLit:tlg5026.msA.hmt:14.E3,"Third main scholion of 181v, Iliad 14","urn:cite:hmt:vaimg.VA181VN_0683@0.23949889,0.46694329,0.20265291,0.03236515",urn:cite:hmt:msA.181v
urn:cts:greekLit:tlg5026.msA.hmt:14.E4,"Fourth main scholion of 181v, Iliad 14","urn:cite:hmt:vaimg.VA181VN_0683@0.26492262,0.49709544,0.17354458,0.03983402",urn:cite:hmt:msA.181v
urn:cts:greekLit:tlg5026.msA.hmt:14.E5,"Fifth main scholion of 181v, Iliad 14","urn:cite:hmt:vaimg.VA181VN_0683@0.25497421,0.52807746,0.20081061,0.04370678",urn:cite:hmt:msA.181v
urn:cts:greekLit:tlg5026.msA.hmt:14.E6,"Sixth main scholion of 181v, Iliad 14","urn:cite:hmt:vaimg.VA181VN_0683@0.25460575,0.56874136,0.20117907,0.02710927",urn:cite:hmt:msA.181v
urn:cts:greekLit:tlg5026.msA.hmt:14.E7,"Seventh main scholion of 181v, Iliad 14","urn:cite:hmt:vaimg.VA181VN_0683@0.25423729,0.59363762,0.20302137,0.09681881",urn:cite:hmt:msA.181v
urn:cts:greekLit:tlg5026.msA.hmt:14.E8,"First main scholion of 182r, Iliad 14","urn:cite:hmt:vaimg.VA182RN_0183@0.17133382,0.11203320,0.59358880,0.02157676",urn:cite:hmt:msA.182r
urn:cts:greekLit:tlg5026.msA.hmt:14.E9,"Second main scholion of 182r, Iliad 14","urn:cite:hmt:vaimg.VA182RN_0183@0.16967576,0.12987552,0.61790715,0.06307054",urn:cite:hmt:msA.182r
urn:cts:greekLit:tlg5026.msA.hmt:14.E10,"Third main scholion of 182r, Iliad 14","urn:cite:hmt:vaimg.VA182RN_0183@0.60187915,0.37690180,0.17980840,0.16071923",urn:cite:hmt:msA.182r
urn:cts:greekLit:tlg5026.msA.hmt:14.E11,"Fourth main scholion of 182r, Iliad 14","urn:cite:hmt:vaimg.VA182RN_0183@0.57166544,0.54177040,0.20228445,0.09654219",urn:cite:hmt:msA.182r
urn:cts:greekLit:tlg5026.msA.hmt:14.E12,"Fifth main scholion of 182r, Iliad 14","urn:cite:hmt:vaimg.VA182RN_0183@0.59893147,0.64107884,0.18312454,0.08852006",urn:cite:hmt:msA.182r
urn:cts:greekLit:tlg5026.msA.hmt:14.E13,"First main scholion of 182v, Iliad 14","urn:cite:hmt:vaimg.VA182VN_0684@0.23489315,0.38354080,0.21518055,0.11037344",urn:cite:hmt:msA.182v
urn:cts:greekLit:tlg5026.msA.hmt:14.E14,"Second main scholion of 182v, Iliad 14","urn:cite:hmt:vaimg.VA182VN_0684@0.23489315,0.48201936,0.20265291,0.07634855",urn:cite:hmt:msA.182v
urn:cts:greekLit:tlg5026.msA.hmt:14.E15,"Third main scholion of 182v, Iliad 14","urn:cite:hmt:vaimg.VA182VN_0684@0.24005158,0.54038728,0.21186441,0.05919779",urn:cite:hmt:msA.182v
urn:cts:greekLit:tlg5026.msA.hmt:14.E16,"Fourth main scholion of 182v, Iliad 14","urn:cite:hmt:vaimg.VA182VN_0684@0.24226234,0.59764869,0.20523213,0.08105118",urn:cite:hmt:msA.182v
urn:cts:greekLit:tlg5026.msA.hmt:14.E17,"Fifth main scholion of 182v, Iliad 14","urn:cite:hmt:vaimg.VA182VN_0684@0.24742078,0.66625173,0.20781135,0.04149378",urn:cite:hmt:msA.182v
urn:cts:greekLit:tlg5026.msA.hmt:14.E18,"Sixth main scholion of 182v, Iliad 14","urn:cite:hmt:vaimg.VA182VN_0684@0.24115696,0.70553250,0.51142225,0.04370678",urn:cite:hmt:msA.182v
urn:cts:greekLit:tlg5026.msA.hmt:14.E19,"Seventh main scholion of 182v, Iliad 14","urn:cite:hmt:vaimg.VA182VN_0684@0.24944731,0.72752420,0.68551953,0.09128631",urn:cite:hmt:msA.182v
urn:cts:greekLit:tlg5026.msA.hmt:14.G1,"First main scholion of 183r","urn:cite:hmt:vaimg.VA183RN_0184@0.16064849,0.10954357,0.62675018,0.04813278",urn:cite:hmt:msA.183r
urn:cts:greekLit:tlg5026.msA.hmt:14.G2,"Second Main Scholion of 183r","urn:cite:hmt:vaimg.VA183RN_0184@0.16507001,0.14190871,0.61569639,0.02655602",urn:cite:hmt:msA.183r
urn:cts:greekLit:tlg5026.msA.hmt:14.G3,"Third Main Scholion of 183r","urn:cite:hmt:vaimg.VA183RN_0184@0.17059690,0.15352697,0.60795873,0.02904564",urn:cite:hmt:msA.183r
urn:cts:greekLit:tlg5026.msA.hmt:14.G4,"Fourth Main Scholion of 183r","urn:cite:hmt:vaimg.VA183RN_0184@0.59801032,0.38948824,0.18054532,0.08354080",urn:cite:hmt:msA.183r
urn:cts:greekLit:tlg5026.msA.hmt:14.G5,"Fifth Main Scholion of 183r","urn:cite:hmt:vaimg.VA183RN_0184@0.59211496,0.47192254,0.19528371,0.10622407",urn:cite:hmt:msA.183r
urn:cts:greekLit:tlg5026.msA.hmt:14.G6,"Sixth Main Scholion of 183r","urn:cite:hmt:vaimg.VA183RN_0184@0.58732498,0.57427386,0.20062638,0.13402490",urn:cite:hmt:msA.183r
urn:cts:greekLit:tlg5026.msA.hmt:14.G7,"Seventh Main Scholion of 183r","urn:cite:hmt:vaimg.VA183RN_0184@0.13706706,0.69792531,0.63669860,0.05532503",urn:cite:hmt:msA.183r
urn:cts:greekLit:tlg5026.msA.hmt:14.G8,"Eigth Main Scholion of 183r","urn:cite:hmt:vaimg.VA183RN_0184@0.14425203,0.75518672,0.62453943,0.03070539",urn:cite:hmt:msA.183r
urn:cts:greekLit:tlg5026.msA.hmt:14.G9,"Ninth Main Scholion of 183r","urn:cite:hmt:vaimg.VA183RN_0184@0.15420044,0.76846473,0.61127487,0.03319502",urn:cite:hmt:msA.183r
urn:cts:greekLit:tlg5026.msA.hmt:14.G10,"First Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.23728814,0.11867220,0.65327929,0.03983402",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G11,"Second Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.24281503,0.14605809,0.65217391,0.03651452",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G12,"Third Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.23839352,0.33831259,0.20854827,0.06362379",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G13,"Fourth Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.24207811,0.38976487,0.21223287,0.03319502",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G14,"Fifth Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.24281503,0.42517289,0.21223287,0.07192254",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G15,"Sixth Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.23765660,0.48381743,0.20412675,0.07468880",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G16,"Seventh Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.22918202,0.55089903,0.22328666,0.04647303",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G17,"Eigth Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.24023581,0.59294606,0.23212970,0.06196404",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G18,"Ninth Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.22918202,0.64398340,0.68754606,0.12448133",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G19,"Tenth Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.24686809,0.76846473,0.68865144,0.03153527",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G20,"Eleventh Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.25607959,0.78257261,0.66433309,0.04066390",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G21,"Twelth Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.24797347,0.80912863,0.68975682,0.04066390",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.G22,"Thirteenth Main Scholia of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.23728814,0.84232365,0.61459101,0.02904564",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msA.hmt:14.C1,"First main scholion of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.16101695,0.10995851,0.61514370,0.03319502",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msA.hmt:14.C2,"Second main scholion of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.15420044,0.12821577,0.61293294,0.02987552",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msA.hmt:14.C3,"Third main scholion of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.15309506,0.14232365,0.61901253,0.04439834",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msA.hmt:14.C4,"Fourth main scholion of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.15696389,0.17012448,0.61514370,0.05352697",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msA.hmt:14.C5,"Fifth main scholion of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.57535004,0.22323651,0.20228445,0.09419087",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msA.hmt:14.C6,"Sixth main scholion of 184r","urn:cite:hmt:vaimg.VA184RN_0185@.15364775,0.71742739,0.62398674,0.03402490",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msA.hmt:14.C7,"Seventh main scholion of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.15088430,0.73775934,0.60630066,0.03858921",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msA.hmt:14.C8,"First main scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.25700074,0.11701245,0.46260133,0.01991701",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msA.hmt:14.C9,"Second main scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.25700074,0.11701245,0.63172439,0.04356846",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msA.hmt:14.C10,"Third main scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.26473839,0.15850622,0.62785556,0.03775934",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msA.hmt:14.C11,"Fourth main scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@.24263080,0.41037344,0.21831245,0.05684647",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msA.hmt:14.C12,"Fifth main scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.23489315,0.46597510,0.22439204,0.08215768",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msA.hmt:14.C13,"Sixth main scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.24152542,0.54564315,0.21886514,0.05062241",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msA.hmt:14.C14,"Seventh main scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.24981577,0.57966805,0.21002211,0.04813278",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msA.hmt:14.C15,"Eighth main scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.24594694,0.61410788,0.21554901,0.07219917",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msA.hmt:14.C16,"Ninth main scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.24207811,0.68506224,0.64130435,0.05643154",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msA.hmt:14.C17,"Tenth main scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.23894620,0.73900415,0.69141489,0.04232365",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msA.hmt:14.C18,"Eleventh main scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.24723655,0.76431535,0.69141489,0.05726141",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msA.hmt:14.C19,"First main scholion of 185r","urn:cite:hmt:vaimg.VA185RN_0186@0.16120118,0.08271093,0.62490789,0.04674965",urn:cite:hmt:msA.185r
urn:cts:greekLit:tlg5026.msA.hmt:14.C20,"Second main scholion of 185r","urn:cite:hmt:vaimg.VA185RN_0186@0.16304348,0.11203320,0.63117170,0.06777317",urn:cite:hmt:msA.185r
urn:cts:greekLit:tlg5026.msA.hmt:14.C21,"Third main scholion of 185r","urn:cite:hmt:vaimg.VA185RN_0186@0.59487841,0.33333333,0.18865144,0.06804979",urn:cite:hmt:msA.185r
urn:cts:greekLit:tlg5026.msA.hmt:14.C22,"Fourth main scholion of 185r","urn:cite:hmt:vaimg.VA185RN_0186@0.60114223,0.39668050,0.19675755,0.07441217",urn:cite:hmt:msA.185r
urn:cts:greekLit:tlg5026.msA.hmt:14.C23,"Fifth main scholion of 185r","urn:cite:hmt:vaimg.VA185RN_0186@0.60261606,0.46832642,0.19123066,0.08188105",urn:cite:hmt:msA.185r
urn:cts:greekLit:tlg5026.msA.hmt:14.C24,"Sixth main scholion of 185r","urn:cite:hmt:vaimg.VA185RN_0186@0.58898305,0.53609959,0.20560059,0.06196404",urn:cite:hmt:msA.185r
urn:cts:greekLit:tlg5026.msA.hmt:14.C25,"Seventh main scholion of 185r","urn:cite:hmt:vaimg.VA185RN_0186@0.10961680,0.59972337,0.67943994,0.11396957",urn:cite:hmt:msA.185r
urn:cts:greekLit:tlg5026.msA.hmt:14.C26,"Eighth main scholion of 185r","urn:cite:hmt:vaimg.VA185RN_0186@0.11293294,0.69709544,0.66801769,0.07302905",urn:cite:hmt:msA.185r
urn:cts:greekLit:tlg5026.msA.hmt:14.C27,"Ninth main scholion of 185r","urn:cite:hmt:vaimg.VA185RN_0186@0.11661754,0.76376210,0.66728077,0.05504841",urn:cite:hmt:msA.185r
urn:cts:greekLit:tlg5026.msA.hmt:14.H1,"Main","urn:cite:hmt:vaimg.VA185VN_0687@0.24742078,0.11286307,0.59745763,0.02821577",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msA.hmt:14.H2,"Main","urn:cite:hmt:vaimg.VA185VN_0687@0.25165807,0.11701245,0.64498895,0.03153527",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msA.hmt:14.H3,Main,"urn:cite:hmt:vaimg.VA185VN_0687@0.25128961,0.12282158,0.64941046,0.06721992",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msA.hmt:14.H4,Main,"urn:cite:hmt:vaimg.VA185VN_0687@0.25460575,0.17925311,0.64222550,0.02863071",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msA.hmt:14.H5,Main,"urn:cite:hmt:vaimg.VA185VN_0687@0.24576271,0.19709544,0.65438467,0.02697095",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msA.hmt:14.H6,Main,"urn:cite:hmt:vaimg.VA185VN_0687@0.22365512,0.56390041,0.22881356,0.06141079",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msA.hmt:14.H7,Main,"urn:cite:hmt:vaimg.VA185VN_0687@0.23636699,0.43983402,0.21554901,0.08049793",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msA.hmt:14.H8,Main,"urn:cite:hmt:vaimg.VA185VN_0687@0.24023581,0.51659751,0.21499632,0.05103734",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msA.hmt:14.H9,Main,"urn:cite:hmt:vaimg.VA185VN_0687@0.23949889,0.62710927,0.20781135,0.03872752",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msA.hmt:14.H10,Main,"urn:cite:hmt:vaimg.VA185VN_0687@0.23894620,0.66639004 ,0.20891673,0.07053942",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msA.hmt:14.H11,Main,"urn:cite:hmt:vaimg.VA186RN_0187@0.18496684,0.08188105,0.62196021,0.03706777",urn:cite:hmt:msA.186r
urn:cts:greekLit:tlg5026.msA.hmt:14.H12,Main,"urn:cite:hmt:vaimg.VA186RN_0187@0.18570376,0.10567082,0.62048637,0.05421853",urn:cite:hmt:msA.186r
urn:cts:greekLit:tlg5026.msA.hmt:14.H13,Main,"urn:cite:hmt:vaimg.VA186RN_0187@0.19602063,0.14495159,0.61016949,0.05255878",urn:cite:hmt:msA.186r
urn:cts:greekLit:tlg5026.msA.hmt:14.H14,Main,"urn:cite:hmt:vaimg.VA186RN_0357@0.589,0.3862,0.203,0.0796",urn:cite:hmt:msA.186r
urn:cts:greekLit:tlg5026.msA.hmt:14.H15,Main,"urn:cite:hmt:vaimg.VA186RN_0357@0.594,0.4591,0.189,0.0361",urn:cite:hmt:msA.186r
urn:cts:greekLit:tlg5026.msA.hmt:14.H16,Main,"urn:cite:hmt:vaimg.VA186RN_0357@0.601,0.4853,0.202,0.1623",urn:cite:hmt:msA.186r
urn:cts:greekLit:tlg5026.msA.hmt:14.H17,main,"urn:cite:hmt:vaimg.VA186RN_0357@0.149,0.6424,0.64,0.1082",urn:cite:hmt:msA.186r
urn:cts:greekLit:tlg5026.msA.hmt:14.H18,Main,"urn:cite:hmt:vaimg.VA186RN_0357@0.15,0.7363,0.616,0.0466",urn:cite:hmt:msA.186r
urn:cts:greekLit:tlg5026.msA.hmt:14.H19,Main,"urn:cite:hmt:vaimg.VA186VN_0688@0.24834193,0.11230982,0.62048637,0.04536653",urn:cite:hmt:msA.186v
urn:cts:greekLit:tlg5026.msA.hmt:14.H20,Main,"urn:cite:hmt:vaimg.VA186VN_0688@0.44067797,0.14550484,0.42520265,0.01715076",urn:cite:hmt:msA.186v
urn:cts:greekLit:tlg5026.msA.hmt:14.H21,Main,"urn:cite:hmt:vaimg.VA186VN_0688@0.25497421,0.15601660,0.36919676,0.01991701",urn:cite:hmt:msA.186v
urn:cts:greekLit:tlg5026.msA.hmt:14.H22,Main,"urn:cite:hmt:vaimg.VA186VN_0688@0.25000000,0.15684647,0.63669860,0.21784232",urn:cite:hmt:msA.186v
urn:cts:greekLit:tlg5026.msA.hmt:14.H23,Main,"urn:cite:hmt:vaimg.VA186VN_0688@0.24944731,0.38049793,0.20173176,0.04937759",urn:cite:hmt:msA.186v
urn:cts:greekLit:tlg5026.msA.hmt:14.H24,Main,"urn:cite:hmt:vaimg.VA186VN_0688@0.22015475,0.41452282,0.22881356,0.14813278",urn:cite:hmt:msA.186v
urn:cts:greekLit:tlg5026.msA.hmt:14.H25,Main,"urn:cite:hmt:vaimg.VA186VN_0688@0.22955048,0.54605809,0.21665438,0.05767635",urn:cite:hmt:msA.186v
